hash,project,true_message,generated_message
e9ebdb5b0bb5f69f330b4a352cd9083bf03fc31a,KitaitiMakoto_epub-parser,Make LocalPath not be instance of Struct," Implement LocalPath#initialize and refactor attributes to be accessible, allowing for more flexible usage of LocalPath instances in EPUB::CFI.rb."
bd2e191d202427c2bdd523e82820f94123a40e5f,andrenarchy_krypy,[recycling] fix non-computable bound, [recycling] Add error check for alpha >= 1 in RitzApproxKrylov to prevent computation of bound
6eca3272dc6930a620a64302682fb6c29809d537,muesli_beehive,"Hue's bridge IP is an address, not a URL", Updated HueBeeFactory to use 'address' instead of 'url' for the address option.
24939a58b381589461677e03c2b19a2035d9c727,Stratio_stratio-cassandra,"Make SS.hasSameReplication safer/more readable

patch by dbrosius; reviewed by slebresne for CASSANDRA-<I>", Iteratively updated non-system table strategy consistency check in StorageService for better performance
46a5be546b0fa08c964e73cc9296664400a4124d,luyadev_luya,added json parser to request parsing [TESTING PURPOSE!], [+] disabled CSRF validation and added JSON parser for improved API handling in Luya components
8ff3990b7a0f226520d76829b7738b3eba2db29f,discourse_onebox,"Steam Store URL path update

The Steam Store has changed their public URLs to include a description part after the app id. Unfortunately, anything included after the /widget iframe path now fails to resolve. This change takes the app id from the URL only and puts the widget/{app_id} part on.



Examples:



Old URL from Steam store page: <URL>: <URL>"," UPDATE: steam store onebox URL handling for embedded apps

This change updates the steam_store_onebox URL handling to correctly replace '/app/' with '/widget/' when dealing with embedded app URLs. This ensures that the iframe URL is generated correctly, improving the functionality of the Steam Store Onebox."
97ec746f33c6a459aa4e5b1ff832da71bbfe85fe,coatl_reg,"no need to restore :respond_to? twice, is there?", Removed duplicate restore call for respond_to? to avoid potential errors in Regdeferred class.
9c1792e7796a6bd38f0fe2ee49722e4cd4aa279f,smi2_phpClickHouse,"Update CurlerRequest.php

Destructor fix"," Removed destructor from CurlerRequest class, replaced __destructor with __destruct for better compatibility."
b4ea0b63bbf30d2b0cc2b25281fa09fe321e2b7f,blockstack_blockstack-core,"if get_name_blockchain_history fails in list_immutable_data_history,
then fail the method.", Failed to check for errors when fetching name history; now logs error messages and returns the response on failure.
be1b8f10212fe821dc425957537d47ec34f7dce1,QInfer_python-qinfer,Added reference for mvee function, Ported minimum-volume enclosing ellipse computation from Matlab to Python using Khachiyan algorithm.
2acf88d90e12161e2ebb85f9923ee22ba202f29e,openshift_origin,"Stress test gets one more write because of retry

Previous behavior was incorrect - at least one client will get through."," Limit write operations to less than 5 in stress test for router conformance, to improve stability."
0486ca798a67602cd4ebefbaaf5fa88e33d17e9e,jleclanche_fireplace,Add a test for Blizzard," Implement Blizzard spell test, fixing interaction with Spellbender"
124705080bf7a5fc47791657baae4036c4685f0a,spring-projects_spring-boot,"Tolerate context root redirect not being configurable on Tomcat 7

Closes gh-<I>", Enabled exception handling for Tomcat 7 when configuring mapperContextRootRedirectEnabled
5feac3d0800ac22eb49b27f7a1e1dfd6ac3a17d5,huggingface_pytorch-pretrained-BERT,Fix prepare_tf_dataset when drop_remainder is not supplied (#<I>), Add option to drop remainder of dataset when shuffling is not specified
280506bd66db6723c6a1850cd8102f2fbb9068e3,deployphp_deployer,Add port to sshOptions, Added support for custom SSH port and configuration file in Host class
5906779c8d368298ae78fabe1ed09182740efbaa,marcuswestin_std.js,arrayToObject needs to be truthy for all objects, Changed arrayToObject implementation to return boolean values instead of indices for each key.
c209ceae23609e4db444aae02be108ab539357b5,sporkmonger_uuidtools,Updated version number ahead of release., Updated version number to 2.1.0 for minor increment.
0bb97ea6464e1731d6fdbffe36b2a92eb41f9ce0,sidorares_node-mysql2,Change .escapeId to allow people to forbid qualified identifiers (#<I>), Added forbidQualified option to SqlString.escapeId function to prevent escaping of qualified identifiers
dfc256b38c9964139bbfbcae4993ee91cf1b056d,tsuru_tsuru,"cmd: introduce rowList type to table

This type will represent a list of tables. This list will be sortable.

Related to #<I>.", Updated Table package to include a RowList type for managing rows and added a method to append new Rows to the list
efe40219766211bc185d1423540e4213c95c071c,cjoudrey_graphql-schema-linter,pull process.cwd out of configuration," Updated configuration loading to support both specified and default directories

Explanation: The changes made in this commit allow the `loadOptionsFromConfig` function to accept either a specified directory or use the root directory of the project as a fallback, making it more flexible in handling different configurations."
20b538fac435afe80d1fcd5b9e73f255b8e0dbfc,PHPSocialNetwork_phpfastcache,Mongodb sometimes does not return the Collstat size, Updated MongoDB driver to handle null values in collStats['size'] variable
aa2ccf893c1ac62914a72c53d584e5c04c707f2e,prolic_HumusAmqp,add conditional so we can still test lowest dependencies as is, Implemented PCNTLHeartbeatSender in ConnectionFactoryTest for RabbitMQ tests using phpamqplib >= 2.12.0
eaf0d21e963537b395fe26bc78650c0bd11bd1b7,OWASP_java-html-sanitizer,fixed bug: PB times were not using the factory resulting in over-estimates of time taken," Added policy builder for HTML sanitization, improving flexibility in benchmark tests."
ac6d233057d73e5c8067c07edf7f3f77b2ee3a68,mgormley_pacaya,Adding option to use projective trees (for training data only), Updated CorpusHandler for handling CoNLL-X P(rojective)HEAD column option in train data processing.
39c8ce657b9fe6ff38c2e9e687ae2e7b5a108dba,topfunky_gruff,"Deprecate last_series_goes_on_bottom attribute in Gruff::StackedArea (#<I>)

Because



- inconsistent because Gruff::StackedArea only can change the iteration order of the data

- the order can be changed when adding data in user code", Deprecate @last_series_goes_on_bottom attribute in StackedArea chart (Style/Deprecation)
9dbb32d4f026d8eb0d80f960eb034dd8af776b89,phovea_generator-phovea,bugfix migration of python requirements, Simplified server library handling in migrate index by using lib names instead of requiring modules directly.
2990a10867eb006e1c63325ca2a47a520432c3f1,kaminari_kaminari,compatible for capybara-<I> later., Add Capybara support for Rspec in spec_helper.rb and spec_helper_for_sinatra.rb to facilitate end-to-end testing.
2b3f84e4fa2f35c4340a7c1edf18a147b513d69f,robwierzbowski_grunt-build-control,(build) should not try to replace token if token does not exist, Introduced token masking in build_control and test output to prevent sensitive data exposure
d91c24993b4bb94ef03a4f9a1e9962040bc14494,voldemort_voldemort,Adding a null check for the versioned value object in convertStringToObject in MetadataStore. This was causing a small problem while restarting the Voldemort server, Simplified store list parsing in MetadataStore for empty or null input values.
91fd93dcfabf84f6fdc77490fffab4b6a7896f6e,Katello_katello,Fixes #<I> - Added Waiting state to CP Job," Refactored CandlepinJob to include 'WAITING' state in NOT_FINISHED_STATES, allowing for more accurate job status tracking."
91e0180bb9cd10e80a38c6fb1a3c9a7165949dc9,discourse_onebox,modify spec to include more tests for github pull request onebox #<I>, Updated Onebox::Engine::GithubPullRequestOnebox spec to include test for pull request title
a617512044bdee7ef7d28b68cfdff9536a943cc5,cos-archives_modular-odm,"Bail early in update_backrefs

  if the underlying field_instance does not have a backref bail early.
  There is no point in iterating over all the values.", Skip backref update when _backref_field_name is None to avoid unnecessary processing
df8bd551d29937a4c0da48de4a806b633b198fb5,nats-io_java-nats,adding test for MemoryAuthHandler and improving other coverage, Updated MemoryAuthHandler copyright year to reflect current date.
af3963d605a67a30074c3cd8baca355a7dfdec05,pazz_alot,possibly fix opening emails encoded as non-ascii/non-unicode," Refactor module import structure in `message.py` for better organization and consistency, utilizing new import syntax."
3e56783e8b79e7d1e899b5abb04dd8e066976476,lxc_lxd,lxd/network/driver/bridge: Wraps validate.IsNetworkV4 in shared.Optional, Updated network driver_bridge validation for optional fan.overlay_subnet and fan.type fields
05d38734de6894c501af6a8f230c080ae1ab912d,sass_ruby-sass,[Sass] [SCSS] Properly display error messages for formerly raw strings., Improved SCSS error reporting by providing more descriptive names for expected tokens in `SCSS::Parser`.
355b9002935334bf4d184c56e6bc4932e721b462,radical-cybertools_radical.entk,"Update all_pairs_pattern.py

Changed the names of the methods according to Ole's suggestions", Renamed init_step and comparison methods to element_initialization and element_comparison respectively for better readability and consistency in naming conventions.
68ce91e2ff7a3adde54f0104081a0b82339817ed,joke2k_faker,#<I> Fixes issue where pydict provider was not returing the correct number of elements. (#<I>), Implement unique random words for Python Provider
3c2011cef7e8a094c3579f68e0fcac9ba6aacd0e,jeffp_enumerated_attribute,Make it work with Rails 3 Generator, Adds Rails Generators support for enumerated attribute in scaffolds
d515d55979296766256d27388fb7c214a0de9237,eallik_spinoff,Made logging thread and multiprocess safe, Added multiprocessing support to util.logging for handling concurrent writes
7613c5c501a7dc3739a5b89fb5d5eede863a8548,swaggo_swag,chroe: release for <I> (#<I>), feat: update app version to v1.2.0
60474d618c24706f1c6822c154ed1c90b718e7f5,alchemy-fr_Phraseanet,"Add cascade remove for accounts relationship, when deleting an application related accounts will be deleted as well", Updated ApiApplication-ApiAccount relationship to cascade remove operations
d1ad01dd8ace7013b896bf335c49905892521fa1,pluralsight_design-system,fix(site): fix Card example theme, refactor(site): integrate Layout component in InAppExample and update CSS for gallery class
4de9e226b2a17c124dbd8ef1b4926800717a18e6,pyviz_holoviews,Added five unit tests for setting dimension name and label, Added tests for dimension name label handling and validation in Dimension class
fbbd96515cc7ec805b0c06b16e06e7cc9c8fab81,validator_validator,Drop Malayalam & Somali from list of RTL langs," Updated RTL language list in LanguageDetectingXMLReaderWrapper to include ""so"""
ec818b325cc53842ac8d293e6fb02d0d2acb8cce,godfat_rib,fix something like Rib.disable_color, Introduced singleton class for Rib module to support multiple instances of plugins.
9c045bd7708abc1765f07c8d7c7212cb238dd8eb,rkhleics_wagtailmenus,Remove more binary strings from migrations (#<I>), Updated field help text and verbose name for 'url_append' in FlatMenuItem and MainMenuItem models for clarity.
59764bc070fa98cdf1e68b28d4fa0f32a70491db,matomo-org_matomo,refs #<I> make sure a *.international email address would work, Improved email validation in Piwik class to accept longer domain names (up to 12 characters).
b00fa1241340fb66d8cf2914d605041754b720fd,shoebot_shoebot,Strokecolor wasn't always using a Color object," Update basecolor.py - Modify ColorMixin to create Color instances for stroke color arguments, ensuring compatibility with Color objects."
c9ee7d36b8f1e0b6a090948e2840a90f975d060c,lumine-gl_lumine,Fixing a spawned canvas density issue., Updated Composer render target dimensions based on user-provided density for improved rendering flexibility.
83a7c5801729dcee4ec7e56560b8d9cc57e03310,threerings_nenya,"Move this getter up with his friends.


git-svn-id: svn+ssh://src.earth.threerings.net/nenya/trunk@<I> ed5b<I>cb-e<I>-<I>-a<I>-f6a<I>f<I>b<I>"," * Added method to retrieve RegionManager for coordinating dirty regions, used in coordination of dirty region tracking."
d44e9fd425fee57ada347fa04fb6e4140fcb7e20,assetgraph_assetgraph,Remove debugging graph from JsonUl test, Updated test for JsonUrl to remove debug graph generation
3f0e403127e6ffae8b2108b0cbd05c73f785f2e0,vkorn_pyvizio,add docstring explaining guess_device_type and log warning if no port detected," Updated Vizio class to include a new function for guessing device type based on power state without an auth token, used in zeroconf discovery workflow."
9b5e7ec8f9e759f5b34a486d14399a6ea7694db0,ianusmagnus_passport-relayr,Get app information with the first info call," Added app URL and app info endpoint to RelayrStrategy OAuth2 strategy

   Explanation:
   This commit adds two new properties, `_appURL` and `_infocall`, to the `RelayrStrategy` class in the `strategy.js` file. These properties allow the strategy to fetch app information when specified as the `fetch` option, in addition to the existing user profile functionality. This change is useful for applications that need both user and app information from the Relayr API."
929c55cc98e734525ec00c0d24e8e8654499ccd7,cilium_cilium,Test: Set gracePeriod to 0 to avoid delays on delete., Update test containers with zero termination grace period to avoid hangs during deletion
0529e2087cc885b392d1b90ff61227748c600bc0,genepattern_genepattern-notebook,Remove whitelist checking from GenePattern authenticator, Implemented handling for non-whitelisted users in GenePatternAuthenticator
f0e6e062d69b77bcf7e6c24f6e564893eb4b9df3,stringparser_gulp-repl,enhance: exit on first SIGINT," improve: exit gracefully when receiving SIGINT, log timestamp before exiting"
7256faf42c1947959b46c642cbdd4891b59e9f39,tzinfo_tzinfo,"Change zone used by case test. Because instances are now cached by Timezone, this was causing a problem with test_get_valid_1.", Updated test case for 'Timezone.get' method to test with 'Europe/prague' instead of 'Europe/london'.
0508c2282794197e10e026c7f7047c7fe52f9929,google_j2objc,getThreadGroup is expected to return null when the thread is terminated. The exit() impl sets threadGroup to null after setting state to TERMINATED creating a race. Checking state before returning the thread group fixes that race., Updated Thread class to return null from getThreadGroup method when state is TERMINATED for better handling of terminated threads.
ab361ac169bc39524e2b5d9fa1be64a93fef0546,axios_axios,"Expose XHR instance

Fixes gh-<I>", Add request object to HTTP and XHR adapters for better traceability when handling responses
2e8a572dfd6cc170ed60a45d7d1180d56958eb12,containerd_containerd,Add timestamp to flaky restart monitor test, updated restart_monitor_linux_test to include error message with current time instead of elapsed duration
474e8c05367724cd15dcb0e0b440d9a7032bb1a7,knagra_farnsworth,Show the updated first + last name in the approval message," Updated email format for profile request approval, using '{0} {1}' instead of concatenation for full name."
b5765b5e5f47f6f53a67ca8217550ea60e20c825,gocelery_gocelery,add support for context to CeleryClient, Added StartWorkerWithContext function to start celery worker with context for handling concurrent tasks
76adf373c07e4a801e96f3389118ca9fa82cb656,drutiny_drutiny,Allow colours on table cells to print., Styled table cells in report-acsf template for better readability during printing.
935f986a6c58e41bccb83daf3cdc4b19aaff94da,cryptape_ruby-devp2p,revert PeerManager max peer control fix," Refine PeerManager to limit peer count based on max_peers configuration, preventing potential race conditions and excessive connections."
9c0d7c403ff5ad7afa10d503dcdf719d25d4a528,jruby_activerecord-jdbc-adapter,"[postgres] support BIT(n) type where n > 1 as ""bit strings""", Expanded BIT handling for PostgreSQL JDBC support: now handling binary values as booleans
35908a9b02ba0a090b5ef56fa0a0bd8eb9dedb60,spress_spress-core,Fixed the issue with overwriting the latest message, Updated `overwrite` method in IOInterface to accept only verbosity level as argument
905a76583eb03da254e717de9272c0e05e9d7a39,sinatra_sinatra,get rid of dslify_writer," Remove dslify_writer method from Sinatra::Request class, introducing separate status and body methods for response object"
053b503f7284d47dbb3a38dd4dc4aaee07ed3021,eclipse_orion.client,Bug <I> - [CSS] Add some quickfixes to CSS tooling... Provide rule id in annotations, Improved CSS Validator: Computes problem id from CSSLint message for better framework integration
5773b42109ba1f3443c42524fb7de11161c39060,moodle_moodle,community block MDL-<I> change eldest for oldest," Sort search results by various criteria (e.g., rating, newest, oldest, name, publisher)."
8818ee7ade833409dea6730e895e7e850a39f960,json-path_JsonPath,"Remove unused logger from class

Logger is not being used here so removing.", Removed logging dependency from EvaluationContextImpl class
e46bd75a890f9fb37003606c73f8864667cb2731,ljharb_String.prototype.matchAll,"[Tests] ensure that when faking the `g` flag, that the `global` property is also `true`.", [Tests] Update test for regex global flag validation
c4483d18648a4de1fff9a03a95bfec416c0f1be4,chartjs_Chart.js,"Make the build reproducible (#<I>)

Whilst working on the Reproducible Builds effort [0] we noticed that

Chart.js could not be built reproducibly.



This is because it was embedding another build date in a ""banner""

comment. This patch uses the value from SOURCE_DATE_EPOCH [1] if

present.



This was originally filed in Debian as #<I> [2].



 [0] <URL>", Updated rollup banner to reflect current year of release in order to maintain consistency with package metadata.
4122fed654c75384a71d058fbfc1710813d0ff8d,jipiboily_monologue,Fixes #<I>. small refactoring, Adjusted monologue initializer syntax for consistency in configuration setup
b7c83c653b686670e828a59cc03a2e82b95d2349,CachetHQ_Cachet,New translations cachet.php (Italian), Updated 'my_subscriptions' and added 'manage_at_link' in Italian translations for cachet.php (to manage subscriptions through link)
4d180ed991ce956254b612190f3c21cc1eb3dd95,github_octodns,Implement populate exists for YamlProvider," Ignore existing records during population when acting as a target, returning False instead"
09fc2606db5fddce86b72f1bd8965cf876dc4ef5,p810_mysql-helper,Temp. fix for failing test w/o integration, Adds primary key to ModelTest for improved query builder tests
f062c8a9f5fa667d0d2e67d1dbd1f90bdf0ecbf4,jacobtomlinson_datapoint-python,Clean up an empty line in Day.py and add the removed lin nearest=False in Manager.py within get_nearest_site, Refactored Day class initialization to allow for future weather API key handling and simplified Manager class method for getting all sites.
4f7158a0cbd229bcfa24354ab00a9b868615de17,novopl_peltak,"Can store lint exclude list in pelconf.yaml

- (feature) From now on you can save the lint exclude list inside the pelconf.yaml as lint.exclude config value. This saves you from using —exclude argument on every run.", Add configuration-based exclusion to linting process
f86cfbc904e889afdf9c71145094f0b15223904e,sapegin_mrm-core,Refactor: Remove unnecessary eslint comment, Refactor: Simplify fs.spec.js test setup to remove console logs
94ea9b4ac24a5eacac01252cfd82d17bafa167de,yadahan_laravel-authentication-log,Add support for custom created_at column, Mark new users as recent based on their timestamp of creation instead of time since creation in minutes
861794e77f1d4201371effeddb80cbc84b4ea785,fabianlindfors_multi.js,"Avoid XSS when rendering choices

Using innerHTML on select value is unsafe as it can contain HTML markup.", Refactored 'innerHTML' to 'innerText' for improved readability and consistency in multi.js
f34cd16e08241443a92dfe7b315b5052c2f34444,JetBrains_ring-ui,"RG-<I>: Fixed. rgSaveField should work with a copy of provided value, not with original value: fix

Former-commit-id: fea<I>bdefaf<I>e<I>e0aedb0ecffe6eff<I>", Restored initial value on destroy for rgSaveField directive due to missing cleanup.
a3ba4aeb773bfaecc31caf4deea0fb7b4a1013d1,edwardcapriolo_teknek-kafka,Test did not actually test what it was supposed to, Updated TestDriverFactory for URL loading with CopyOfIdentityOperator class
a3bb103297c397efa0ec4358078a5277b8bc379a,elastic_elasticsearch-mapper-attachments,"Remove deprecated `language` forced field

With #<I> we replaced `language`field with `_language`.

We can now remove the old deprecated name.

Closes #<I>.
(cherry picked from commit e<I>f<I>)"," Deprecated `language` field, use `_language` instead for consistency in forced fields."
0f3144007bfa41277b8d5a97b9b1923e29084836,hunzhiwange_framework,fix: fix the tests of Console\Cache, Updated CacheTest to remove option data dependency in initContainerService
2d4e5850756879d2247e13111e65c0e6fb8f9dd6,gem_oq-engine,Small fix to make_html_report, Added HTML formatting to job statistics in generated HTML report for improved readability
79944932451ca82db3c5060e22f188b1cf35f8bd,PHPSocialNetwork_phpfastcache,Fixed critical bug after item deletion: The item kept in memory was not reset.," * Reset item, updated timestamps if required"
a6f7bda12b11ca23e88f3839948aa2e4fbb4d40f,dustin_twitty-twister,Fix imports in xml tests, Updated test path for twittytwister module to include local directory
8f96c7509b703e5aded5680d2f55e8ef7cbf7d54,sumocoders_FrameworkMultiUserBundle,Compare users by id and make sure the user is an instance of the BaseUser, Added self-comparison for BaseUser's isEqualTo method to handle ID comparison when comparing instances of the same class. This ensures proper comparison in scenarios involving multiple instances of the BaseUser entity.
db252aec1b2d4adb9951b66781cd2bedd2aac36c,eallik_spinoff,Use a better __repr__ for ConnectedNode, Updated remoting.py: Changed node representation to connection for better clarity in Hub functionality
23ab2a7ba3e060db40efadd8419d30ac84094f75,seleniumbase_SeleniumBase,"Update emoji-spacing during ""sbase print [FILE]""", Update double-width emojis list for improved spacing in rich helper script
2ecc9b7c1ec99049600ddf2201ddf9facb9c943d,tensorforce_tensorforce,added numpy to setup_requires, Updated setup.py for additional installation requirement: added 'numpy' and kept 'mistune'. Readthedocs now requires Sphinx extensions to be specified as part of install_requires.
5f64dc0aa2108b7c73008611de4db909d03df170,oat-sa_tao-core,UNO-<I> fix(code-style): inline some badly named variables in `ElementMapFactory::create()`, Refactor: Simplified ValueCollectionSearchRequest usage in ElementMapFactory
fe8f5512e0cfa5347dcb684c954d8eeca686e0c5,terraform-providers_terraform-provider-aws,gen/tags: Use interface type as generated AWS Go SDK v1 client type for connect., Update Connect generators to use ConnectAPI interface from connectiface package for updating tags function
c32beb31cc44b0d3e38904e9a42b5ae4c120db62,numenta_nupic,switched from absolute to relative paths for py_support, Relative paths for py_support cpp files in nupic.core added to setup.py for improved portability.
ee9bde5c0c5cd5d7391a43db4d68499616707286,puppetlabs_puppet,"(maint) Remove dead generate_additional_resources method

The logic for generating resources was moved from the Transaction into
the AdditionalResourceGenerator in commit 2d3eca6. However, the
generate_additional_resources method was not deleted and is now dead.
Since it's private, I'm removing it.", Removed recursive resource generation from Transaction class due to potential duplicates
4bba7bb7cbb4f9ab24863c5402c7cb945bba96e0,intel-analytics_BigDL,add random split (#<I>)," [Enhancement] - Add random split test for ImageFrame and update test_image.py (#N/A)
   * Add test_random_split function
   * Modify test_image.py to include random split functionality
   * Update resource path for Pascal VOC dataset
   * Refactor code for better readability"
73f62dd94950de3c5e0c576f02583acbf2e24416,reubano_ckanutils,Bump to version <I>, Updated ckanutils to version 0.14.5
cb579e2a8b16b6185d17ef8352b3e1daf6728fa7,interagent_pliny,change creator command to use template from lib/, Moved template directory up two levels in creator.rb for better organization of Pliny's templates.
9631077f2f3d8d11c9ae15228e0f8b273ceedede,OpenLiberty_open-liberty,"Enable full mpOpenTracing <I> TCK

As it now passes.", Removed unused test classes OpentracingTCKLauncherMicroProfile and OpentracingRestClientTCKLauncher from FATSuite
3ef50f37e3f1f41c1bf37cf07660f34fa4f1934f,polyaxon_polyaxon,Update spawner notebook command args, Update K8SProjectSpawner to remove empty token from Jupyter notebook configuration
28122a0cde375a09bea9b037bdbf64da00ce1f2c,gjerokrsteski_pimf-framework,Update core/Pimf/Pdo/Factory.php, Simplified Pimf/Pdo/Factory.php: Removed redundant description of purpose
1fa3750c9a209f5efbdc2722d40f2657885af5e5,grpc_grpc-go,"Clarify newCCResolverWrapper documentation. (#<I>)

I think the goroutine does not get started any more (this used to be the case in an earlier version).", Add start() method to allow manual initiation of monitoring goroutine for resolver in resolver_conn_wrapper.go
17d5be3c988f6961456a22fd5a4cf6a895c395c8,perry-mitchell_webdav-client,"Check double slash

Make sure it won't add double slash that will make path.basename return nothing.", Normalize directory file paths using 'path' library for consistency
f78b2cc391385a9f702988703a34cd9f6cf258fa,jasny_config,Config can be used as multiton instead of singleton (using __callstatic), Updated Config singleton to multiton with instance registration by class name
89131070e1e0bf440a508d95833b57977f655e72,raiden-network_raiden,adding test for issue #<I>, Updated test_ncc to pass deposit tests with correct deposit amounts
eed768e03c4cf94450acbfcd6de88c65ff9ac526,erector_erector,"Don't emit an attribute with an empty array of values

This makes it more convenient to programatically build an array of CSS classes, for example", Alphabetized attributes in 'lib/erector/widget.rb' and added test case for empty array of CSS classes in 'spec/erector/widget_spec.rb'.
7000290b28b652f85735747d1d15c0ccf2b5f9ec,apache_flink,"[hotfix] Use semantically correct timeout in ExecutionGraph::scheduleEager.

This closes #<I>.", Renamed allocationTimeout to timeout in ExecutionGraph for improved readability
41d7008a5fade13522e905be805a8bc73e97964a,guardtime_ksi-java-sdk,Fixed a test and added a comment., Added test case to verify that TreeBuilder aggregates all nodes into a single root node when building.
985de7e9a6fe37795058fd107286def30abe8d4c,pyviz_holoviews,Added inclusion of unit tests in setup.py, Added unit tests to holoviews package and updated setup.py accordingly
e81f1b6c5e2fec31d5641f7f95a8f9925e92eb1e,cornerstonejs_cornerstoneTools,fix: Add reverse() back when adding images to queue in stackPrefetch (#<I>), reorder stackPrefetch image preloading for efficient loading (reverse order)
d20d42c615d45145efa763b7161731eb97397460,fog_fog,"[clodo|compute] I don't know what is ignore_awful_caching, so i removed it.", Improved Clodo Compute API handling for token expiration checks
7808a6389cb0d675555787de32caeec3145e7c7e,synchronoss_cpo-api,Added a check in closeConnection to test to see if the connection has already been closed., Added check for closed connections before closing them to avoid SQL exceptions
1ba29d46893c54aab46454bb0475b6275241f161,gem_oq-engine,Added more checks to the disaggregation calculator [skip hazardlib], Reorganized source group iteration in disaggregation for better readability
9af62b4de941f969c6bceeae006c71aab0182ed3,gem_oq-engine,Changed portable_gsims to show the non-vectorized GMPEs [ci skip], Simplified get_portable_gsims to check for missing 'ctx' annotation in compute method
d93b70a7a43de49309394b597ab23118522b053b,fog_fog,[aws|simpledb] fix region/host for us-east-1, Added region-specific host for SimpleDB based on user's region setting in AWS SDK.
f7cde9c18b31e87893961218ce832c53491d3347,erikrose_nose-progressive,Add some trove classifiers., Added production status classifier to setup.py for stable release.
5c5c4a92738b9e735c547562113c765052f4e849,PmagPy_PmagPy,make_magic: fix bug where non-age magic_method_codes show up in age grid, Ensured that magic_method_codes are empty when no age codes are available in GridBuilder class
47d3e7c53dee856fe70f1ee951da2ad8bb524fe9,structurizr_java,Forced the client integration tests to ignore the remote workspace., Added option to prevent merging from remote when putting workspaces in StructurizrClientIntegrationTests
b90ad412d55833214c4bc664ba6f60c2f4692e77,hashicorp_terraform,provider/aws: Increase timeout for creating security group (#<I>), Increase timeout for refreshing AWS security group state to 5 minutes
4eb8de1e2fea189959409f74318802cc913f66d3,dereneaton_ipyrad,"Added code to test for empty utemp file in build_clusters(). It
just does a sys.exit for now, but at least it catches this bug."," Fixed issue causing crash when .utemp file is empty for certain samples in step3, temporarily handling empty files by exiting the script."
92d53e71e039eb27e000c1c5c49d2c1e7cb301c5,auraphp_Aura.Router,always have a default value in place, Combine handling of 'id' parameter and initializing null value for unassigned parameters in Route class
5484bbf5de6951d83ebd418545af8f719afca78a,primefaces_primereact,add lazy as property of DataScroller, Added 'lazy' prop to DataScroller component for lazy loading support
5a720bd7cd7355116f27ede592af3a8811de1867,veo-labs_openveo-api,"Fix JavaScript error when a translation dictionary does not exist

An unknown dictionary file was crashing the server when requesting a back
end page.", Centralize error logging for i18n issues in plugin directories to logger function
504010d1585b9e2e3cafa7e46dd8bd3bb4f14a10,SFDO-Tooling_CumulusCI,Test that verbose option can be set (and not much more), Added test for verbose Robot task execution and patched `robot_run` function
e13161fca8212f322d2964b0b18487ec630e4b7e,astrocatalogs_astrocats,BUG: fixed location of 'get_max_light()' function., MAINT: Accessed max light data from cached entries in Catalog class for efficiency
cd31b797fd442975e6a720c001ffdf591c101de5,jupyterhub_jupyter-server-proxy,Bump to <I>., Bump to version 0.8.6
b92f955f938b9487ffc2bb7afbd8b57151e0f13d,xing_beetle,"ensure publisher closes the connection

This will remove the `connection_closed_abruptly`
warning from rabbitmq.", Streamlining publisher shutdown for graceful exit
ab92f1dda61bca72197c90a236021cc717e5a891,thelia_core,"Delete images cache directory, not global cache directory", Clear image cache directory from web root when --with-images option is used in cache:clear command.
22520a9cec21e2bb1ecd275f248c7a143647da78,bolt_bolt,Allow SerachPackage to search either full text or name only," * Allow searching for packages using only their names or full text, based on a flag passed to the SearchPackage class's execute method."
1076ee4e06c43a45f7bf561bb9966a5750143be5,erming_shout,Server correctly sends text/html MIME type and response code <I> for the root index., Added Content-Type header and default HTML response for server requests
19fd20c6cf65c3cb5d3c9a5affdaa70bdc4ade52,dropwizard_dropwizard,Fixes a NullPoinerException when the Service class is placed in the root package (i.e. no declared package)., Added version retrieval from package metadata in Cli class for better handling of service versions.
1f8c7ff7a41429cf5e9f8b1f8011cde64b83971b,apache_flink,"[hotfix][chck] Remove Nullable annotation from method with primitive return type

ZooKeeperStateHandleStore#releaseAndTryRemove returns a primitive boolean and, thus,
does not need a @Nullable annotation.", [hotfix] Optimize ZooKeeperStateHandleStore for better concurrency by removing unnecessary import and releasing state handles asynchronously
e2465dfc6182a990b23986ce6100e0477f1049d1,claroline_Distribution,[CoreBundle] Improve displayForm method for displaying modal with a form in it, [CoreBundle] modal.js: added submit parameter for form submission control
fc58f4b99d71793a1d05022f82decde83bf9b362,alecthomas_voluptuous,Bump to <I>., Updated `voluptuous.py` to version 0.8.5. This change may have introduced minor improvements or bug fixes.
63fe493b73437b734e00af68bec1c3bb4407168e,thombashi_pytablewriter,"Make pytest-runner a conditional requirement

Check for pytest-runner only if setup.py was invoked with 'test'
argument.", Added pytest runner requirement and conditional import based on command line arguments
20fe46fa0f788429698eaa08e75cf8c27957a61c,EpistasisLab_tpot,Fix syntax errors in assert_raises, Simplified assertion syntax for raising ValueError in nn_tests.py
17eeeaf40a8e065ced699f03bcf4a982fb39fb7c,SAP_openui5,"[INTERNAL][FIX] sap.m.MessageBox: The TextArea that shows after the click on Show Details has now 3 rows

Change-Id: Iffbdebfc7d4d<I>c<I>f<I>e4ed0dce<I>fa<I>f<I>", [ENHANCEMENT] sap.m.MessageBox: Allow more visible details in MessageBox with 3 rows of text
74c65557dd83ca26104edfae955780538513fc3b,saltstack_salt,Add space before in-lint comment for lint, Handle potential race condition when creating directory on cache; improve error handling for OSError.
