hash,project,true_message,generated_message
223dd320842d14292e3a306b15f860a4279f9f44,SAP_openui5,"[FIX] Table: Context Propagation

- even for empty rows, the table already creates controls and does a binding. If there is no context for a row, the table context will get propagated to the column template and might lead to incorrect data requests. By setting a NULL binding context for those rows, where no context is present, the context propagation will be stopped.

Change-Id: Ic0d1aaeaacb5cd<I>f<I>cb7f<I>b<I>b<I>a"," Added null binding context to cloned rows when no explicit binding info is provided, to ensure proper data binding behavior in Table control."
f915dcbe1a9c01e4bbb6390564b364e8626b182b,moodle_moodle,MDL-<I> core: Fix content bank links in the navigation drawer, Changed course context to system context in global_navigation for nodes not associated with a specific course.
23ff6491ce443308ee9222c490e27c1d67e9242f,Semantic-Org_Semantic-UI-React,"fix(Textarea): fix broken ctrl-z on firefox (#<I>)

* Fix broken ctrl-z in on firefox



In TextArea ctrl-z is currently broken on firefox if autoHeight is enabled.



I feel like it might be a firefox bug but this workaround will make it work.



* Update TextArea.js", Updated TextArea component to dynamically calculate scroll height for accurate height adjustment upon scrolling.
20b4d9c47650590f5d7555e7ad9342d8ce91c674,cocagne_txdbus,"Handle marshalling tuple variant types.

The only container types handled are list and dict. This adds support for tuples
as well (aka DBus structs), which are rather simple to introspect.", Updated marshal function to support tuple parameters in signature string construction.
556d2fd67040b9fb47793288a79b585844672881,nikitadyumin_stk,- allow multiple attributes to be passed to a command, Simplified `createCommand` function for consistency with other methods
0568fe4c0016e34053fda033d09ab2e6978d5130,ccxt_ccxt,cex: add deposit/withdraw flag in currencies ccxt/ccxt#<I>, Added deposit and withdraw properties to cex class for easier interface handling
ab807ecd86c55412e737b7b1f6e60734517b28f5,kiali_kiali-client-python,Fix to swagger 'authenticate' method, Updated KialiOAuthApiConnector to use lowercase for authenticate URL and handle cookies properly
bbc5a12d6ace47083adb6d99b6abbb9be2aea373,byteball_ocore,checkNoSameAddressInDifferentParents via cache rather than sql, Refactored validation for multiple parents in 'validation.js' to prevent duplicate addresses across parent units using async series instead of raw SQL queries.
6b509881f51c14c83b13fdfd93218c3179e90dbf,klein_klein.php,Fixing some buggy/unexpected situations," Added check for empty flash session before returning, implemented removal of individual flash types from session, and added fallback to refresh on missing referer in redirect method."
2681da01daac3677cd0f7920d74ceb2ca6a1fb28,natritmeyer_site_prism,Fix up features to test the new format of mapped items," Updated element presence checks for dynamic pages, now comparing mapped item names instead of instances
   (Refactored to compare mapped item names instead of instances in element presence checks on dynamic pages)"
ece66c9573d52e9aecd4dad8c664742a6e98f686,changecoin_changetip-python,"Use updated url, give better response data"," Updated tip sending method in BaseBot class to handle different API response formats and return appropriate JSON responses, including error messages when necessary."
0d50e5b0587baba4fe71a652afa3f0be18e9ce9a,fluxbb_core,Move success callback into AJAX function definition., Added callback to FluxBB.ajax for successful responses in settings update
37c25383b737ae0815ae17603fc8b501725fa8b1,argoproj_argo-cd,Fix applying TLS version settings (#<I>), Added TLS config customizer function for ArgoCDServer to allow for dynamic configuration.
58eb5fecae8fd55bf32abf2c66c1b896d7654b2c,enyojs_onyx,Maps app: the scroller was in the wrong place.," Removed wrapper Scroller component from 'info' section in Pullout.js, replaced with direct usage of the Scroller kind for better readability."
63139ef46f8e06f7e48312e4ee91710e155fb1c3,merrychap_shellen,split history for asm and dsm," Removed instance of `InMemoryHistory` from prompt initialization, now using method `__get_history()` to determine the history object based on the type of `pexec`."
59c71f72909f0ad91fcd4483363e4dae00763309,cloudfoundry_bosh,CLI -> <I> (renamed 'config' to 'templates' in jobs), Updated Bosh CLI version to 0.4.17 for bug fixes and improvements
48773014082ca2c2cf96c9e35d7158f423ab9565,saltstack_salt,"Log error when reactor tasks go to a full queue

Fixes #<I>", Refactored reactor utility to return task pool results asynchronously for potential performance improvement when the task pool queue is full.
352b18d22a05b11e5ff6aaaca2aba29397aa80de,rails_rails,"docs, add missing closing bracket. [ci skip]"," Updated author preloader for improved ActiveRecord query syntax, using array notation instead of to_a method for where clause."
897bb4e22986b7d9dfaa1adb890b2e59810fc9f6,laravel_framework,"Update typo in docblock for Worker.php

*cough* I am going to be that guy... there is a typo in your docblock, bro. =).



Targets <I> branch as per comment in pull request #<I>", Added type declaration for QueueManager variable in Worker class for improved code quality
4955bfd063eb47ee5761d0cd4ea742152ab72c75,saltstack_salt,Fixing the cause when the r_data from aws.query is empty and an exception happens when looking for the snapshotID," Added check for snapshot ID existence before waiting for its status, improving code reliability when no snapshot is created."
fec1463af2df5e44c51bd990c79a2eb247abcddb,brython-dev_brython,"protect $B.path from beeing completely emptied on brython() reruns
close #<I>", Removed duplicate removals of directories from sys.path in brython function when there are more than 3 paths already. Prevents potential unnecessary searching.
25ae2081ce5b343c3bd37db4c0515d9ad650f2e6,Tonejs_Tone.js,don't iterate if no index is found," Updated TimelineState's getNextState method to perform linear search in Timeline for a specific state, ensuring efficient find-state functionality."
bc7c40fda32be67a211a65c1353b35429afab288,datacleaner_DataCleaner,Ticket #<I>: Fixed classloader resolving code to be compliant with Java Web Start," Switched to using Thread.currentThread().getContextClassLoader() for resource loading, improving compatibility across environments."
1185500ff0465aff8686315f1b785884f133adcf,rails_rails,Remove unused routeset method routes_for_controller_and_action in favour for routes_for [#<I> state:resolved]," Removed duplicate method for fetching routes for a specific controller and action, improving code clarity and efficiency."
32ac6841631fcfefaae18f5113df2af7ddd0a2e7,korpling_ANNIS,- give the browser a hint about the modification and expiration date of the resources," Added Last-Modified and Expires headers to ResourceServlet responses, defaulting to expire in one minute."
22a9468ba4fd379b93b81538e5d1d84e521579ae,chialab_dna,fix: correctly reduce prototype chain handling the scope," Updated reduce.js library: Changed prototype traversal from `__proto__` to `Object.getPrototypeOf()`, also added support for accessing property values via getters using `Object.getOwnPropertyDescriptor`."
d8aec238219b23fb850b89c6ff17c6d1e3e3957a,OpenSCAP_ruby-openscap,Cop: Space found before comma and missing after., Updated xccdf/testresult.rb: Changed function argument type for 'xccdf_result_get_rule_results' to match C API consistency.
0afe6831626e4110e3b16c92360017a2e9e40315,kristerkari_stylelint-scss,Fix milestone regex to also support bigger versions," Updated milestone badge regex pattern to match new version format in README.md, allowing for accurate progress display on github.io."
462721c69613fd9a57419d5e878677cf1fb2ff6b,plotly_react-chart-editor,Don't preserve custom property replacement - as it was before," Updated PostCSS configuration for customProperties, enabling CSSNano and disabling preservation of custom properties. This change is to optimize styles further in Internet Explorer 11."
4ced36f0d09b02b4f163c6451c3ced760f07147f,polyaxon_polyaxon,Add N.B. for celery queues and celery tasks, Updated Celery tasks and queues to enforce task name and queue name length limit for better consistency and readability.
11a5a4b1b11ad68999b6d153cca99907db43affe,pandas-dev_pandas,"[TST]: Add test for duplicate keys in concat (#<I>)

* Add test for <I>

* Modify test

* Move test", Added test case for repeated keys in concat function with parameterized validation of integrity. Fixes potential inconsistency when combining series with duplicate keys.
1c7f0c3530846d9935bbc13cda33430cf5632975,puppetlabs_puppet,"(#<I>) Improve value validation for authorized_key

Whitespaces in any of the properties can lead to incorrect entries in
the authorized_keys file.

Reviewed-By: Nick Lewis
Reviewed-By: Josh Cooper"," Added validation for resource name, key, and options to avoid whitespace and incorrect formatting in SSH authorized keys"
65fb9c776f69f6cda70bfe67e92cd45086ba03ea,fedora-infra_datanommer,"increase the minimum sqlalchemy version to <I>

The Query.one_or_none() method was added in <I>."," Removed multiprocessing and logging dependencies, updated sqlalchemy to version 1.0.9 for compatibility improvements."
2dc5868eb59122ca7a3f42f9b22d500ea16aaeac,nails_common,"Using empty() instead of isset() when checking email_type cache

Hoping it'll clear up some errors.", Implemented empty() check for email type in Emailer class to prevent undefined index errors when accessing $this->email_type array.
e9ebdb5b0bb5f69f330b4a352cd9083bf03fc31a,KitaitiMakoto_epub-parser,Make LocalPath not be instance of Struct, Refactored LocalPath class in epub/cfi.rb for improved readability and flexibility during initialization
e76609cf4ed5fdb02ba33d5a0e7c69e2c3f2668b,Katello_katello,Fixes #<I>: Calculate next_sync time properly based on UTC.," ""Changed Time.zone.local_to_utc(Time.now) to Time.now.utc in next_sync method for removing dependency on the zone"""
46a5be546b0fa08c964e73cc9296664400a4124d,luyadev_luya,added json parser to request parsing [TESTING PURPOSE!], Added JSON parsing support to Yii request configuration for improved data handling
6eca3272dc6930a620a64302682fb6c29809d537,muesli_beehive,"Hue's bridge IP is an address, not a URL"," Changed HueBeeFactory's Options to use ""address"" type for bridge address option, making it clearer."
bd2e191d202427c2bdd523e82820f94123a40e5f,andrenarchy_krypy,[recycling] fix non-computable bound," Refactored RitzApproxKrylov class to raise an AssumptionError when alpha >= 1, as the bound cannot be computed in this case due to mathematical inconsistency."
24939a58b381589461677e03c2b19a2035d9c727,Stratio_stratio-cassandra,"Make SS.hasSameReplication safer/more readable

patch by dbrosius; reviewed by slebresne for CASSANDRA-<I>", Updated StorageService: Iteration over non-system tables now uses List and correct KSMetaData access for each iteration.
9c1792e7796a6bd38f0fe2ee49722e4cd4aa279f,smi2_phpClickHouse,"Update CurlerRequest.php

Destructor fix", Renamed destructor method to conform with PHP naming conventions in CurlerRequest class for code consistency.
97ec746f33c6a459aa4e5b1ff832da71bbfe85fe,coatl_reg,"no need to restore :respond_to? twice, is there?"," Removed redundant call to `restore :respond_to?` from RegDeferred class.
   This eliminates unnecessary code duplication and potentially resolves a bug in method chaining."
8ff3990b7a0f226520d76829b7738b3eba2db29f,discourse_onebox,"Steam Store URL path update

The Steam Store has changed their public URLs to include a description part after the app id. Unfortunately, anything included after the /widget iframe path now fails to resolve. This change takes the app id from the URL only and puts the widget/{app_id} part on.



Examples:



Old URL from Steam store page: <URL>: <URL>"," Updated Steam Store Onebox URL extraction to correctly handle app IDs in the Steam store URL

Explanation:
The change involves modifying the way the application extracts the URL for a Steam Store Onebox. Previously, it was simply removing ""/app/"" from the URL. Now, it uses a regular expression to find and remove the ""/app/"" substring only when it is part of a valid Steam store app ID link. This ensures that the correct URL structure is used when generating the HTML code for the Onebox."
b4ea0b63bbf30d2b0cc2b25281fa09fe321e2b7f,blockstack_blockstack-core,"if get_name_blockchain_history fails in list_immutable_data_history,
then fail the method."," Added error handling for failed name history retrieval in `list_update_history` function, improving error reporting and user experience."
2acf88d90e12161e2ebb85f9923ee22ba202f29e,openshift_origin,"Stress test gets one more write because of retry

Previous behavior was incorrect - at least one client will get through.", Reduced maximum number of writes in stress test for router to prevent data overflow.
be1b8f10212fe821dc425957537d47ec34f7dce1,QInfer_python-qinfer,Added reference for mvee function," Implemented minimum-volume enclosing ellipse (MVEE) using Khachiyan algorithm, ported from MATLAB function by Nima Moshtagh."
0486ca798a67602cd4ebefbaaf5fa88e33d17e9e,jleclanche_fireplace,Add a test for Blizzard," Added test case for 'CS2_028' blizzard interaction with multiple SPELLBENDERT plays, demonstrating its freezing effect on minions."
124705080bf7a5fc47791657baae4036c4685f0a,spring-projects_spring-boot,"Tolerate context root redirect not being configurable on Tomcat 7

Closes gh-<I>"," Added exception handling for NoSuchMethodError when setting mapperContextRootRedirectEnabled on context in ServerProperties, as Tomcat 7 does not have the method."
5feac3d0800ac22eb49b27f7a1e1dfd6ac3a17d5,huggingface_pytorch-pretrained-BERT,Fix prepare_tf_dataset when drop_remainder is not supplied (#<I>)," Added optional drop_remainder argument for TFDataset conversion in TFPreTrainedModel
   Allows users to control whether to drop the remainder of a dataset when shuffling is enabled."
280506bd66db6723c6a1850cd8102f2fbb9068e3,deployphp_deployer,Add port to sshOptions," Added port option to Host class constructor, allowing explicit specification of the connection port."
efe40219766211bc185d1423540e4213c95c071c,cjoudrey_graphql-schema-linter,pull process.cwd out of configuration," Moved configuration directory loading to the constructor, allowing for optional input.
   Adjusted loadOptionsFromConfig function signature and added fallback behavior for missing configDirectory."
5906779c8d368298ae78fabe1ed09182740efbaa,marcuswestin_std.js,arrayToObject needs to be truthy for all objects," Simplified array-to-object mapping, now storing boolean instead of index for each key."
c209ceae23609e4db444aae02be108ab539357b5,sporkmonger_uuidtools,Updated version number ahead of release., Bumped UUIDtools version to 2.1.0 for minor improvements
dfc256b38c9964139bbfbcae4993ee91cf1b056d,tsuru_tsuru,"cmd: introduce rowList type to table

This type will represent a list of tables. This list will be sortable.

Related to #<I>."," Updated Table package with additions for RowList type and associated methods, to manage multiple rows in a table structure."
20b538fac435afe80d1fcd5b9e73f255b8e0dbfc,PHPSocialNetwork_phpfastcache,Mongodb sometimes does not return the Collstat size, Updated MongoDB Driver statistic size calculation to handle potential null collStats['size'] values.
0bb97ea6464e1731d6fdbffe36b2a92eb41f9ce0,sidorares_node-mysql2,Change .escapeId to allow people to forbid qualified identifiers (#<I>)," Added an optional parameter to SqlString.escapeId to forbid qualified identifiers in SQL escape function. This prevents the use of double quotes in column names when not required, improving SQL query readability."
aa2ccf893c1ac62914a72c53d584e5c04c707f2e,prolic_HumusAmqp,add conditional so we can still test lowest dependencies as is, Added skip test for missing PCNTLHeartbeatSender class in phpamqplib < 2.12.0 to comply with dependency requirements.
eaf0d21e963537b395fe26bc78650c0bd11bd1b7,OWASP_java-html-sanitizer,fixed bug: PB times were not using the factory resulting in over-estimates of time taken," ""Refactored Benchmark class to use PolicyBuilder for sanitization, improving consistency with other classes."""
2990a10867eb006e1c63325ca2a47a520432c3f1,kaminari_kaminari,compatible for capybara-<I> later., Add Capybara support to RSpec test helper for Sinatra applications
9dbb32d4f026d8eb0d80f960eb034dd8af776b89,phovea_generator-phovea,bugfix migration of python requirements," Merge server libraries into library list based on known requirements, using their names."
ac6d233057d73e5c8067c07edf7f3f77b2ee3a68,mgormley_pacaya,Adding option to use projective trees (for training data only), Added option to use CoNLL-X P(rojective)HEAD column for parents in training data.
39c8ce657b9fe6ff38c2e9e687ae2e7b5a108dba,topfunky_gruff,"Deprecate last_series_goes_on_bottom attribute in Gruff::StackedArea (#<I>)

Because



- inconsistent because Gruff::StackedArea only can change the iteration order of the data

- the order can be changed when adding data in user code"," Removed deprecated property `last_series_goes_on_bottom` from StackedArea class, no longer effective."
2b3f84e4fa2f35c4340a7c1edf18a147b513d69f,robwierzbowski_grunt-build-control,(build) should not try to replace token if token does not exist, Added token masking in build_control.js and test for not leaking tokens in output
91fd93dcfabf84f6fdc77490fffab4b6a7896f6e,Katello_katello,Fixes #<I> - Added Waiting state to CP Job, Updated Candlepin Job status handling to include 'WAITING' state in non-finished states list
91e0180bb9cd10e80a38c6fb1a3c9a7165949dc9,discourse_onebox,modify spec to include more tests for github pull request onebox #<I>, Updated GitHub Pull Request Onebox to display the pull request title in generated HTML.
d91c24993b4bb94ef03a4f9a1e9962040bc14494,voldemort_voldemort,Adding a null check for the versioned value object in convertStringToObject in MetadataStore. This was causing a small problem while restarting the Voldemort server," Add validation check for non-empty rebalancing source stores XML input in MetadataStore class, to prevent potential exceptions."
df8bd551d29937a4c0da48de4a806b633b198fb5,nats-io_java-nats,adding test for MemoryAuthHandler and improving other coverage, Updated MemoryAuthHandler copyright year to 2022 to reflect current date.
a617512044bdee7ef7d28b68cfdff9536a943cc5,cos-archives_modular-odm,"Bail early in update_backrefs

  if the underlying field_instance does not have a backref bail early.
  There is no point in iterating over all the values."," Add check for missing backref field before updating backrefs, to avoid inconsistencies when the backref field is not set."
355b9002935334bf4d184c56e6bc4932e721b462,radical-cybertools_radical.entk,"Update all_pairs_pattern.py

Changed the names of the methods according to Ole's suggestions"," Rename methods 'init_step' and 'comparison' to 'element_initialization' and 'element_comparison', respectively, for better consistency in naming conventions."
3e56783e8b79e7d1e899b5abb04dd8e066976476,lxc_lxd,lxd/network/driver/bridge: Wraps validate.IsNetworkV4 in shared.Optional, Made fan configuration options in driver_bridge validator optional for user convenience and to allow passing auto-configuration for some fields.
af3963d605a67a30074c3cd8baca355a7dfdec05,pazz_alot,possibly fix opening emails encoded as non-ascii/non-unicode," Refactored `alot/db/message.py`, using `utils` module instead of explicit imports for consistency and readability. Also, switched to reading message files as bytes to support Python 3."
05d38734de6894c501af6a8f230c080ae1ab912d,sass_ruby-sass,[Sass] [SCSS] Properly display error messages for formerly raw strings.," Simplified error message for unrecognized tokens in Sass SCSS Parser, now displaying basic regexps as user-readable strings."
d515d55979296766256d27388fb7c214a0de9237,eallik_spinoff,Made logging thread and multiprocess safe, Added multiprocessing lock and queue for concurrent logging in Windows environment
7613c5c501a7dc3739a5b89fb5d5eede863a8548,swaggo_swag,chroe: release for <I> (#<I>), Updated application version to v1.2.0 in Swagger generator.
3c2011cef7e8a094c3579f68e0fcac9ba6aacd0e,jeffp_enumerated_attribute,Make it work with Rails 3 Generator, Removed unnecessary require 'rails_generator' for Rails 6+ compatibility in enumerated_attribute rails_helpers.rb
68ce91e2ff7a3adde54f0104081a0b82339817ed,joke2k_faker,#<I> Fixes issue where pydict provider was not returing the correct number of elements. (#<I>), Made Faker Python provider's Provider class ensure unique words when generating lists to prevent duplicates and improve output consistency.
9b5e7ec8f9e759f5b34a486d14399a6ea7694db0,ianusmagnus_passport-relayr,Get app information with the first info call, Added app URL and info call options to RelayrStrategy for retrieving app information alongside user profile
4de9e226b2a17c124dbd8ef1b4926800717a18e6,pyviz_holoviews,Added five unit tests for setting dimension name and label," Added multiple constructors for Dimension class to support both tuple and keyword arguments, and added test cases to verify their behavior."
d1ad01dd8ace7013b896bf335c49905892521fa1,pluralsight_design-system,fix(site): fix Card example theme," Added Layout.EqualColumnLayout, Theming, and collapsible Code snippets to InAppExample card component for improved layout structure and user experience."
60474d618c24706f1c6822c154ed1c90b718e7f5,alchemy-fr_Phraseanet,"Add cascade remove for accounts relationship, when deleting an application related accounts will be deleted as well"," Updated `ApiApplication` entity, adding 'cascade=remove' to OneToMany relation with `ApiAccount`, to ensure accounts are removed when product is deleted."
fbbd96515cc7ec805b0c06b16e06e7cc9c8fab81,validator_validator,Drop Malayalam & Somali from list of RTL langs," Removed unnecessary language ""ml"" from RTL_LANGS array in LanguageDetectingXMLReaderWrapper.java, reducing potential false positives for right-to-left languages."
ec818b325cc53842ac8d293e6fb02d0d2acb8cce,godfat_rib,fix something like Rib.disable_color, Added support for singleton Rib classes by evaluating plugin code within singleton class instead of module.
9c045bd7708abc1765f07c8d7c7212cb238dd8eb,rkhleics_wagtailmenus,Remove more binary strings from migrations (#<I>)," Updated field help text for 'url_append' in FlatMenuItem and MainMenuItem models, ensuring consistency and clarity."
59764bc070fa98cdf1e68b28d4fa0f32a70491db,matomo-org_matomo,refs #<I> make sure a *.international email address would work, Updated Piwik email validation pattern to accept domains up to 12 characters in length for better compatibility.
c9ee7d36b8f1e0b6a090948e2840a90f975d060c,lumine-gl_lumine,Fixing a spawned canvas density issue., Increased render target size based on density option for adaptive rendering adjustments
b00fa1241340fb66d8cf2914d605041754b720fd,shoebot_shoebot,Strokecolor wasn't always using a Color object, Updated `shoebot/data/basecolor.py` to use Color constructor for handling Color objects and converting them into Color instances. This ensures consistency in object creation.
83a7c5801729dcee4ec7e56560b8d9cc57e03310,threerings_nenya,"Move this getter up with his friends.


git-svn-id: svn+ssh://src.earth.threerings.net/nenya/trunk@<I> ed5b<I>cb-e<I>-<I>-a<I>-f6a<I>f<I>b<I>"," Added getter for RegionManager, improved coordination of dirty regions."
d44e9fd425fee57ada347fa04fb6e4140fcb7e20,assetgraph_assetgraph,Remove debugging graph from JsonUl test, Removed debug SVG graph generation from JsonUrl test suite to optimize testing performance and reduce file size of test artifacts.
3f0e403127e6ffae8b2108b0cbd05c73f785f2e0,vkorn_pyvizio,add docstring explaining guess_device_type and log warning if no port detected," Added device type guessing functionality to Vizio class without auth token
   This modification is part of a zeroconf discovery workflow, assuming the IP provided includes port number."
929c55cc98e734525ec00c0d24e8e8654499ccd7,cilium_cilium,Test: Set gracePeriod to 0 to avoid delays on delete.," Set termination grace period to zero for all containers in policygen test cases, to speed up test execution and reduce resource usage."
7256faf42c1947959b46c642cbdd4891b59e9f39,tzinfo_tzinfo,"Change zone used by case test. Because instances are now cached by Timezone, this was causing a problem with test_get_valid_1."," Added test for Europe/Prague timezone in tc_timezone.rb, to ensure handling of invalid timezones catches new cases."
0508c2282794197e10e026c7f7047c7fe52f9929,google_j2objc,getThreadGroup is expected to return null when the thread is terminated. The exit() impl sets threadGroup to null after setting state to TERMINATED creating a race. Checking state before returning the thread group fixes that race., Return `null` for terminated threads when getting thread group to prevent accessing invalid objects.
f0e6e062d69b77bcf7e6c24f6e564893eb4b9df3,stringparser_gulp-repl,enhance: exit on first SIGINT," Added exit handling for SIGINT with timestamp display, to improve user experience when interruption occurs during REPL interaction."
0529e2087cc885b392d1b90ff61227748c600bc0,genepattern_genepattern-notebook,Remove whitelist checking from GenePattern authenticator," Implemented bypass for whitelist check in GenePatternAuthenticator for JupyterHub. Now, it allows users regardless of the whitelist."
474e8c05367724cd15dcb0e0b440d9a7032bb1a7,knagra_farnsworth,Show the updated first + last name in the approval message, Updated profile request approval email format for separation of first name and last name in the template string
2e8a572dfd6cc170ed60a45d7d1180d56958eb12,containerd_containerd,Add timestamp to flaky restart monitor test, Add current time to restart test failure message for more accurate diagnostic information.
ab361ac169bc39524e2b5d9fa1be64a93fef0546,axios_axios,"Expose XHR instance

Fixes gh-<I>"," Added 'request' object to HTTP and XHR adapter functions, allowing for potential future use cases."
b5765b5e5f47f6f53a67ca8217550ea60e20c825,gocelery_gocelery,add support for context to CeleryClient," Added support for starting worker with context, to allow cancellation of tasks from parent context."
935f986a6c58e41bccb83daf3cdc4b19aaff94da,cryptape_ruby-devp2p,revert PeerManager max peer control fix," Removed peer count from hello_received debug log, added listen port; limit connection based on max_peers config."
76adf373c07e4a801e96f3389118ca9fa82cb656,drutiny_drutiny,Allow colours on table cells to print.," Added class selectors for table cells with danger, warning, and success classes in print media CSS to ensure consistent styling."
905a76583eb03da254e717de9272c0e05e9d7a39,sinatra_sinatra,get rid of dslify_writer," Removed DSL writer methods for status and body from Sinatra class, added direct accessor methods instead"
053b503f7284d47dbb3a38dd4dc4aaee07ed3021,eclipse_orion.client,Bug <I> - [CSS] Add some quickfixes to CSS tooling... Provide rule id in annotations, Added function _getProblemId to derive problem id from CSSLint message for consistent framework usage
9c0d7c403ff5ad7afa10d503dcdf719d25d4a528,jruby_activerecord-jdbc-adapter,"[postgres] support BIT(n) type where n > 1 as ""bit strings"""," Added handling for BIT data type in PostgreSQLRubyJdbcConnection, converting 't'/'f' values directly to Ruby booleans and interpreting string representations of binary values as bit fields."
8818ee7ade833409dea6730e895e7e850a39f960,json-path_JsonPath,"Remove unused logger from class

Logger is not being used here so removing.", Removed logging dependencies from EvaluationContextImpl for cleaner codebase
35908a9b02ba0a090b5ef56fa0a0bd8eb9dedb60,spress_spress-core,Fixed the issue with overwriting the latest message," Removed optional argument 'size' from overwrite methods in IOInterface and NullIO classes, as it is no longer used or needed."
c4483d18648a4de1fff9a03a95bfec416c0f1be4,chartjs_Chart.js,"Make the build reproducible (#<I>)

Whilst working on the Reproducible Builds effort [0] we noticed that

Chart.js could not be built reproducibly.



This is because it was embedding another build date in a ""banner""

comment. This patch uses the value from SOURCE_DATE_EPOCH [1] if

present.



This was originally filed in Debian as #<I> [2].



 [0] <URL>", Updated rollup configuration to reflect updated copyright year in banner comment.
5773b42109ba1f3443c42524fb7de11161c39060,moodle_moodle,community block MDL-<I> change eldest for oldest," Renamed ""Eldest"" to ""Oldest"" in block_community orderby options for user experience consistency."
b7c83c653b686670e828a59cc03a2e82b95d2349,CachetHQ_Cachet,New translations cachet.php (Italian), Added link for managing subscriptions in Cachet email messages for Italian locale.
e46bd75a890f9fb37003606c73f8864667cb2731,ljharb_String.prototype.matchAll,"[Tests] ensure that when faking the `g` flag, that the `global` property is also `true`."," Added global flag to defined regex, enabling multiline match in tests."
f062c8a9f5fa667d0d2e67d1dbd1f90bdf0ecbf4,jacobtomlinson_datapoint-python,Clean up an empty line in Day.py and add the removed lin nearest=False in Manager.py within get_nearest_site, Removed check for all sites and added search for nearest site when getting data points
4122fed654c75384a71d058fbfc1710813d0ff8d,jipiboily_monologue,Fixes #<I>. small refactoring, Refactored Monologue engine initializer for better compatibility with Rails 6 configuration loading order.
09fc2606db5fddce86b72f1bd8965cf876dc4ef5,p810_mysql-helper,Temp. fix for failing test w/o integration, Added primary key for ModelTest in query builder tests to reflect database schema change
4f7158a0cbd229bcfa24354ab00a9b868615de17,novopl_peltak,"Can store lint exclude list in pelconf.yaml

- (feature) From now on you can save the lint exclude list inside the pelconf.yaml as lint.exclude config value. This saves you from using —exclude argument on every run.", Added default lint exclude list from configuration for more comprehensive linting.
4d180ed991ce956254b612190f3c21cc1eb3dd95,github_octodns,Implement populate exists for YamlProvider," Changed YamlProvider to return False when acting as a target, and updated log message for clarity on record count."
f86cfbc904e889afdf9c71145094f0b15223904e,sapegin_mrm-core,Refactor: Remove unnecessary eslint comment," Removed linting rule for console in fs tests, to allow for testing without causing eslint warnings."
861794e77f1d4201371effeddb80cbc84b4ea785,fabianlindfors_multi.js,"Avoid XSS when rendering choices

Using innerHTML on select value is unsafe as it can contain HTML markup.", Replaced innerHTML with innerText for multi item labels for improved accessibility.
94ea9b4ac24a5eacac01252cfd82d17bafa167de,yadahan_laravel-authentication-log,Add support for custom created_at column, Refactored user creation check in LogSuccessfulLogin for better readability
f34cd16e08241443a92dfe7b315b5052c2f34444,JetBrains_ring-ui,"RG-<I>: Fixed. rgSaveField should work with a copy of provided value, not with original value: fix

Former-commit-id: fea<I>bdefaf<I>e<I>e0aedb0ecffe6eff<I>"," Bind initial value to parent scope on directive destroy, to preserve state when component is removed."
a3ba4aeb773bfaecc31caf4deea0fb7b4a1013d1,edwardcapriolo_teknek-kafka,Test did not actually test what it was supposed to, Updated TestDriverFactory's testUrlLoader method to use the correct class name for the OperatorDesc object in assertions
8f96c7509b703e5aded5680d2f55e8ef7cbf7d54,sumocoders_FrameworkMultiUserBundle,Compare users by id and make sure the user is an instance of the BaseUser, Added self-comparison check to BaseUser::isEqualTo method for comparing by ID instead of username.
a3bb103297c397efa0ec4358078a5277b8bc379a,elastic_elasticsearch-mapper-attachments,"Remove deprecated `language` forced field

With #<I> we replaced `language`field with `_language`.

We can now remove the old deprecated name.

Closes #<I>.
(cherry picked from commit e<I>f<I>)"," Removed deprecated 'language' field in AttachmentMapper, use '_language' instead. Deprecated form to be removed in 2.3."
0f3144007bfa41277b8d5a97b9b1923e29084836,hunzhiwange_framework,fix: fix the tests of Console\Cache, Refactored CacheTest to remove unnecessary argument for optionData in initContainerService method
2d4e5850756879d2247e13111e65c0e6fb8f9dd6,gem_oq-engine,Small fix to make_html_report," Updated make_html_report.py to render job statistics as HTML using the html() function, for cleaner output in generated reports."
a6f7bda12b11ca23e88f3839948aa2e4fbb4d40f,dustin_twitty-twister,Fix imports in xml tests, Updated Python import paths for Twittytwister library in txml_test.py
4bba7bb7cbb4f9ab24863c5402c7cb945bba96e0,intel-analytics_BigDL,add random split (#<I>)," ""Added test case for random split function in ImageFrame class"""
db252aec1b2d4adb9951b66781cd2bedd2aac36c,eallik_spinoff,Use a better __repr__ for ConnectedNode, Renamed ConnectedNode representation from nodeinfo to connection for clarity in context
2ecc9b7c1ec99049600ddf2201ddf9facb9c943d,tensorforce_tensorforce,added numpy to setup_requires," Added 'numpy' to setup_requires, requiring it for project setup due to new functionality."
79944932451ca82db3c5060e22f188b1cf35f8bd,PHPSocialNetwork_phpfastcache,Fixed critical bug after item deletion: The item kept in memory was not reset.," ""Refactored CacheItemPoolTrait to automatically reset and update item timestamps upon deletion or miss, and set hit status accordingly"""
23ab2a7ba3e060db40efadd8419d30ac84094f75,seleniumbase_SeleniumBase,"Update emoji-spacing during ""sbase print [FILE]""", Removed unused emoji '⏺️' from rich_helper.py to reduce unnecessary code.
